ISO,Year,Month,Zone,Zone_Name,Avg_DA_LMP
PJM,2023,9,PEPCO,PEPCO,37.68
PJM,2023,9,PPL,PPL,19.24
PJM,2023,9,PSEG,PSEG,20.84
PJM,2023,9,RECO,RECO,23.76
PJM,2023,10,AECO,AECO,22.13
PJM,2023,10,AEP,AEP,35.41
PJM,2023,10,APS,APS,38.22
PJM,2023,10,ATSI,ATSI,36.26
PJM,2023,10,BGE,BGE,44.83
PJM,2023,10,COMED,COMED,30.27
PJM,2023,10,DAY,DAY,36.05
PJM,2023,10,DEOK,DEOK,35.42
PJM,2023,10,DOM,DOM,42.04
PJM,2023,10,DPL,DPL,19
PJM,2023,10,DUQ,DUQ,37.15
PJM,2023,10,EKPC,EKPC,34.66
PJM,2023,10,EXTERNAL,EXTERNAL,27.72
PJM,2023,10,JCPL,JCPL,24.13
PJM,2023,10,METED,METED,32.15
PJM,2023,10,PECO,PECO,20.2
PJM,2023,10,PENELEC,PENELEC,33.08
PJM,2023,10,PEPCO,PEPCO,40.55
PJM,2023,10,PPL,PPL,27.89
PJM,2023,10,PSEG,PSEG,23.97
PJM,2023,10,RECO,RECO,25.71
PJM,2023,11,AECO,AECO,27.24
PJM,2023,11,AEP,AEP,32
PJM,2023,11,APS,APS,35.93
PJM,2023,11,ATSI,ATSI,30.48
PJM,2023,11,BGE,BGE,40.99
PJM,2023,11,COMED,COMED,24.62
PJM,2023,11,DAY,DAY,32.73
PJM,2023,11,DEOK,DEOK,31.76
PJM,2023,11,DOM,DOM,40.24
PJM,2023,11,DPL,DPL,28.57
PJM,2023,11,DUQ,DUQ,35.75
PJM,2023,11,EKPC,EKPC,31.62
PJM,2023,11,EXTERNAL,EXTERNAL,29.15
PJM,2023,11,JCPL,JCPL,28.49
PJM,2023,11,METED,METED,32.14
PJM,2023,11,PECO,PECO,25.85
PJM,2023,11,PENELEC,PENELEC,38.42
PJM,2023,11,PEPCO,PEPCO,38.32
PJM,2023,11,PPL,PPL,30.34
PJM,2023,11,PSEG,PSEG,28.38
PJM,2023,11,RECO,RECO,29.75
PJM,2023,12,AECO,AECO,21.9
PJM,2023,12,AEP,AEP,27.15
PJM,2023,12,APS,APS,29.08
PJM,2023,12,ATSI,ATSI,27.25
PJM,2023,12,BGE,BGE,34.01
PJM,2023,12,COMED,COMED,24.01
PJM,2023,12,DAY,DAY,28
PJM,2023,12,DEOK,DEOK,27.11
PJM,2023,12,DOM,DOM,31.06
PJM,2023,12,DPL,DPL,30.61
PJM,2023,12,DUQ,DUQ,27.88
PJM,2023,12,EKPC,EKPC,26.95
PJM,2023,12,EXTERNAL,EXTERNAL,25.07
PJM,2023,12,JCPL,JCPL,22.94
PJM,2023,12,METED,METED,25.28
PJM,2023,12,PECO,PECO,20.48
PJM,2023,12,PENELEC,PENELEC,30.29
PJM,2023,12,PEPCO,PEPCO,32.41
PJM,2023,12,PPL,PPL,23.39
PJM,2023,12,PSEG,PSEG,23.12
PJM,2023,12,RECO,RECO,25.57
PJM,2024,1,AECO,AECO,43.63
PJM,2024,1,AEP,AEP,43.78
PJM,2024,1,APS,APS,45.84
PJM,2024,1,ATSI,ATSI,43.75
PJM,2024,1,BGE,BGE,52.41
PJM,2024,1,COMED,COMED,40.75
PJM,2024,1,DAY,DAY,46.1
PJM,2024,1,DEOK,DEOK,44.73
PJM,2024,1,DOM,DOM,51.34
PJM,2024,1,DPL,DPL,45.71
PJM,2024,1,DUQ,DUQ,41.93
PJM,2024,1,EKPC,EKPC,44.53
PJM,2024,1,EXTERNAL,EXTERNAL,45.66
PJM,2024,1,JCPL,JCPL,43.8
PJM,2024,1,METED,METED,47.86
PJM,2024,1,PECO,PECO,42.39
PJM,2024,1,PENELEC,PENELEC,48.65
PJM,2024,1,PEPCO,PEPCO,52.06
PJM,2024,1,PPL,PPL,42.63
PJM,2024,1,PSEG,PSEG,44.86
PJM,2024,1,RECO,RECO,48.87
PJM,2024,2,AECO,AECO,20.55
PJM,2024,2,AEP,AEP,23.58
PJM,2024,2,APS,APS,24.3
PJM,2024,2,ATSI,ATSI,24.06
PJM,2024,2,BGE,BGE,26.94
PJM,2024,2,COMED,COMED,20.97
PJM,2024,2,DAY,DAY,24.58
PJM,2024,2,DEOK,DEOK,23.78
PJM,2024,2,DOM,DOM,25.31
PJM,2024,2,DPL,DPL,21.14
PJM,2024,2,DUQ,DUQ,23.44
PJM,2024,2,EKPC,EKPC,23.44
PJM,2024,2,EXTERNAL,EXTERNAL,23.23
PJM,2024,2,JCPL,JCPL,21.19
PJM,2024,2,METED,METED,22.76
PJM,2024,2,PECO,PECO,19.71
PJM,2024,2,PENELEC,PENELEC,24.47
PJM,2024,2,PEPCO,PEPCO,26.18
PJM,2024,2,PPL,PPL,20.67
PJM,2024,2,PSEG,PSEG,21.55
PJM,2024,2,RECO,RECO,24.99
PJM,2024,3,AECO,AECO,18.49
PJM,2024,3,AEP,AEP,22.36
PJM,2024,3,APS,APS,22.66
PJM,2024,3,ATSI,ATSI,22.68
PJM,2024,3,BGE,BGE,24.86
PJM,2024,3,COMED,COMED,16.44
PJM,2024,3,DAY,DAY,24.37
PJM,2024,3,DEOK,DEOK,22.56
PJM,2024,3,DOM,DOM,23.71
PJM,2024,3,DPL,DPL,18.5
PJM,2024,3,DUQ,DUQ,21.46
PJM,2024,3,EKPC,EKPC,21.83
PJM,2024,3,EXTERNAL,EXTERNAL,19.93
PJM,2024,3,JCPL,JCPL,18.93
PJM,2024,3,METED,METED,20.8
PJM,2024,3,PECO,PECO,17.84
PJM,2024,3,PENELEC,PENELEC,24.47
PJM,2024,3,PEPCO,PEPCO,24.24
PJM,2024,3,PPL,PPL,18.1
PJM,2024,3,PSEG,PSEG,19.18
PJM,2024,3,RECO,RECO,20.9
PJM,2024,4,AECO,AECO,22.68
PJM,2024,4,AEP,AEP,26.39
PJM,2024,4,APS,APS,27.9
PJM,2024,4,ATSI,ATSI,27.11
PJM,2024,4,BGE,BGE,30.69
PJM,2024,4,COMED,COMED,17.63
PJM,2024,4,DAY,DAY,27.77
PJM,2024,4,DEOK,DEOK,26.93
PJM,2024,4,DOM,DOM,32.3
PJM,2024,4,DPL,DPL,21.88
PJM,2024,4,DUQ,DUQ,26.65
PJM,2024,4,EKPC,EKPC,26.41
PJM,2024,4,EXTERNAL,EXTERNAL,23.27
PJM,2024,4,JCPL,JCPL,23.3
PJM,2024,4,METED,METED,26.39
PJM,2024,4,PECO,PECO,22.13
PJM,2024,4,PENELEC,PENELEC,27.1
PJM,2024,4,PEPCO,PEPCO,29.8
PJM,2024,4,PPL,PPL,24.41
PJM,2024,4,PSEG,PSEG,23.26
PJM,2024,4,RECO,RECO,23.76
PJM,2024,5,AECO,AECO,21.92
PJM,2024,5,AEP,AEP,31.23
PJM,2024,5,APS,APS,30.3
PJM,2024,5,ATSI,ATSI,31.04
PJM,2024,5,BGE,BGE,40.66
PJM,2024,5,COMED,COMED,24.63
PJM,2024,5,DAY,DAY,32.64
PJM,2024,5,DEOK,DEOK,32.14
PJM,2024,5,DOM,DOM,44.79
PJM,2024,5,DPL,DPL,21.88
PJM,2024,5,DUQ,DUQ,31.41
PJM,2024,5,EKPC,EKPC,30.29
PJM,2024,5,EXTERNAL,EXTERNAL,24.98
PJM,2024,5,JCPL,JCPL,22.49
PJM,2024,5,METED,METED,24.75
PJM,2024,5,PECO,PECO,21.2
PJM,2024,5,PENELEC,PENELEC,29.07
PJM,2024,5,PEPCO,PEPCO,39.93
PJM,2024,5,PPL,PPL,22
PJM,2024,5,PSEG,PSEG,22.52
PJM,2024,5,RECO,RECO,23.78
PJM,2024,6,AECO,AECO,27.24
PJM,2024,6,AEP,AEP,29.5
PJM,2024,6,APS,APS,30.36
PJM,2024,6,ATSI,ATSI,29.95
PJM,2024,6,BGE,BGE,37.15
PJM,2024,6,COMED,COMED,25.6
PJM,2024,6,DAY,DAY,31.15
PJM,2024,6,DEOK,DEOK,30.04
PJM,2024,6,DOM,DOM,32.67
PJM,2024,6,DPL,DPL,33.05
PJM,2024,6,DUQ,DUQ,30.14
PJM,2024,6,EKPC,EKPC,28.7
PJM,2024,6,EXTERNAL,EXTERNAL,26.79
PJM,2024,6,JCPL,JCPL,26.47
PJM,2024,6,METED,METED,26.72
PJM,2024,6,PECO,PECO,26.49
PJM,2024,6,PENELEC,PENELEC,29.68
PJM,2024,6,PEPCO,PEPCO,35.06
PJM,2024,6,PPL,PPL,25.07
PJM,2024,6,PSEG,PSEG,26.54
PJM,2024,6,RECO,RECO,28.02
PJM,2024,7,AECO,AECO,37.4
PJM,2024,7,AEP,AEP,35.98
PJM,2024,7,APS,APS,41.25
PJM,2024,7,ATSI,ATSI,37.24
PJM,2024,7,BGE,BGE,65.94
PJM,2024,7,COMED,COMED,31.31
PJM,2024,7,DAY,DAY,35.67
PJM,2024,7,DEOK,DEOK,34.67
PJM,2024,7,DOM,DOM,46.9
PJM,2024,7,DPL,DPL,54.24
PJM,2024,7,DUQ,DUQ,37.73
PJM,2024,7,EKPC,EKPC,34.35
PJM,2024,7,EXTERNAL,EXTERNAL,34.19
PJM,2024,7,JCPL,JCPL,34.84
PJM,2024,7,METED,METED,34.01
PJM,2024,7,PECO,PECO,39.86
PJM,2024,7,PENELEC,PENELEC,36.59
PJM,2024,7,PEPCO,PEPCO,57.15
PJM,2024,7,PPL,PPL,35.77
PJM,2024,7,PSEG,PSEG,34.92
PJM,2024,7,RECO,RECO,35.79
PJM,2024,8,AECO,AECO,28.88
PJM,2024,8,AEP,AEP,31.26
PJM,2024,8,APS,APS,32.79
PJM,2024,8,ATSI,ATSI,32.07
PJM,2024,8,BGE,BGE,45.97
PJM,2024,8,COMED,COMED,28.7
PJM,2024,8,DAY,DAY,33.19
PJM,2024,8,DEOK,DEOK,31.42
PJM,2024,8,DOM,DOM,37.27
PJM,2024,8,DPL,DPL,37.15
PJM,2024,8,DUQ,DUQ,31.8
PJM,2024,8,EKPC,EKPC,30.73
PJM,2024,8,EXTERNAL,EXTERNAL,29.45
PJM,2024,8,JCPL,JCPL,28.05
PJM,2024,8,METED,METED,27.99
PJM,2024,8,PECO,PECO,28.82
PJM,2024,8,PENELEC,PENELEC,32.63
PJM,2024,8,PEPCO,PEPCO,41.03
PJM,2024,8,PPL,PPL,27.69
PJM,2024,8,PSEG,PSEG,28.06
PJM,2024,8,RECO,RECO,30.35
PJM,2024,9,AECO,AECO,22.48
PJM,2024,9,AEP,AEP,30.55
PJM,2024,9,APS,APS,29.69
PJM,2024,9,ATSI,ATSI,29.51
PJM,2024,9,BGE,BGE,35.95
PJM,2024,9,COMED,COMED,26.93
PJM,2024,9,DAY,DAY,32.54
PJM,2024,9,DEOK,DEOK,30.64
PJM,2024,9,DOM,DOM,34.2
PJM,2024,9,DPL,DPL,25.09
PJM,2024,9,DUQ,DUQ,29.15
PJM,2024,9,EKPC,EKPC,29.84
PJM,2024,9,EXTERNAL,EXTERNAL,26.15
PJM,2024,9,JCPL,JCPL,23.19
PJM,2024,9,METED,METED,25.01
PJM,2024,9,PECO,PECO,21.7
PJM,2024,9,PENELEC,PENELEC,29.12
PJM,2024,9,PEPCO,PEPCO,34.49
PJM,2024,9,PPL,PPL,23.17
PJM,2024,9,PSEG,PSEG,23.4
PJM,2024,9,RECO,RECO,25.91
PJM,2024,10,AECO,AECO,25.15
PJM,2024,10,AEP,AEP,33.55
PJM,2024,10,APS,APS,34.91
PJM,2024,10,ATSI,ATSI,33.61
PJM,2024,10,BGE,BGE,42.93
PJM,2024,10,COMED,COMED,25.96
PJM,2024,10,DAY,DAY,34.7
PJM,2024,10,DEOK,DEOK,33.08
PJM,2024,10,DOM,DOM,38.88
PJM,2024,10,DPL,DPL,30.84
PJM,2024,10,DUQ,DUQ,33.13
PJM,2024,10,EKPC,EKPC,32.99
PJM,2024,10,EXTERNAL,EXTERNAL,28.16
PJM,2024,10,JCPL,JCPL,25.31
PJM,2024,10,METED,METED,24.71
PJM,2024,10,PECO,PECO,24.67
PJM,2024,10,PENELEC,PENELEC,31.41
PJM,2024,10,PEPCO,PEPCO,41.6
PJM,2024,10,PPL,PPL,24.33
PJM,2024,10,PSEG,PSEG,25.69
PJM,2024,10,RECO,RECO,27.8
PJM,2024,11,AECO,AECO,27.49
PJM,2024,11,AEP,AEP,29.65
PJM,2024,11,APS,APS,30.46
PJM,2024,11,ATSI,ATSI,30.5
PJM,2024,11,BGE,BGE,32.91
PJM,2024,11,COMED,COMED,22.69
PJM,2024,11,DAY,DAY,31.77
PJM,2024,11,DEOK,DEOK,29.49
PJM,2024,11,DOM,DOM,32.53
PJM,2024,11,DPL,DPL,28.4
PJM,2024,11,DUQ,DUQ,29.75
PJM,2024,11,EKPC,EKPC,29.22
PJM,2024,11,EXTERNAL,EXTERNAL,28.05
PJM,2024,11,JCPL,JCPL,27.67
PJM,2024,11,METED,METED,28.24
PJM,2024,11,PECO,PECO,26.83
PJM,2024,11,PENELEC,PENELEC,29.39
PJM,2024,11,PEPCO,PEPCO,32.33
PJM,2024,11,PPL,PPL,26.92
PJM,2024,11,PSEG,PSEG,27.91
PJM,2024,11,RECO,RECO,29.19
PJM,2024,12,AECO,AECO,34.71
PJM,2024,12,AEP,AEP,35.42
PJM,2024,12,APS,APS,36.49
PJM,2024,12,ATSI,ATSI,35.38
PJM,2024,12,BGE,BGE,42.38
PJM,2024,12,COMED,COMED,25.07
PJM,2024,12,DAY,DAY,37.03
PJM,2024,12,DEOK,DEOK,35.22
PJM,2024,12,DOM,DOM,42.27
PJM,2024,12,DPL,DPL,38.28
PJM,2024,12,DUQ,DUQ,33.89
PJM,2024,12,EKPC,EKPC,34.65
PJM,2024,12,EXTERNAL,EXTERNAL,37.49
PJM,2024,12,JCPL,JCPL,35.38
PJM,2024,12,METED,METED,35.43
PJM,2024,12,PECO,PECO,33.96
PJM,2024,12,PENELEC,PENELEC,41.94
PJM,2024,12,PEPCO,PEPCO,42.27
PJM,2024,12,PPL,PPL,31.2
PJM,2024,12,PSEG,PSEG,35.85
PJM,2024,12,RECO,RECO,42.55
PJM,2025,1,AECO,AECO,67.62
PJM,2025,1,AEP,AEP,60.13
PJM,2025,1,APS,APS,64.27
PJM,2025,1,ATSI,ATSI,60
PJM,2025,1,BGE,BGE,75.23
PJM,2025,1,COMED,COMED,41.55
PJM,2025,1,DAY,DAY,59.29
PJM,2025,1,DEOK,DEOK,56.13
PJM,2025,1,DOM,DOM,75.66
PJM,2025,1,DPL,DPL,73.27
PJM,2025,1,DUQ,DUQ,56.68
PJM,2025,1,EKPC,EKPC,57.44
PJM,2025,1,EXTERNAL,EXTERNAL,61.44
PJM,2025,1,JCPL,JCPL,67.19
PJM,2025,1,METED,METED,68.87
PJM,2025,1,PECO,PECO,66.77
PJM,2025,1,PENELEC,PENELEC,66.13
PJM,2025,1,PEPCO,PEPCO,76.48
PJM,2025,1,PPL,PPL,64.02
PJM,2025,1,PSEG,PSEG,66.99
PJM,2025,1,RECO,RECO,68.16
PJM,2025,2,AECO,AECO,47.15
PJM,2025,2,AEP,AEP,47.11
PJM,2025,2,APS,APS,47.38
PJM,2025,2,ATSI,ATSI,47.34
PJM,2025,2,BGE,BGE,50.89
PJM,2025,2,COMED,COMED,39.06
PJM,2025,2,DAY,DAY,47.49
PJM,2025,2,DEOK,DEOK,45.96
PJM,2025,2,DOM,DOM,50.15
PJM,2025,2,DPL,DPL,48.52
PJM,2025,2,DUQ,DUQ,44.81
PJM,2025,2,EKPC,EKPC,45.74
PJM,2025,2,EXTERNAL,EXTERNAL,50.16
PJM,2025,2,JCPL,JCPL,47.54
PJM,2025,2,METED,METED,46.38
PJM,2025,2,PECO,PECO,46.44
PJM,2025,2,PENELEC,PENELEC,55.52
PJM,2025,2,PEPCO,PEPCO,50.93
PJM,2025,2,PPL,PPL,43.63
PJM,2025,2,PSEG,PSEG,49.35
PJM,2025,2,RECO,RECO,56.6
PJM,2025,3,AECO,AECO,34.41
PJM,2025,3,AEP,AEP,40.29
PJM,2025,3,APS,APS,43.83
PJM,2025,3,ATSI,ATSI,42
PJM,2025,3,BGE,BGE,51.01
PJM,2025,3,COMED,COMED,25.47
PJM,2025,3,DAY,DAY,40.81
PJM,2025,3,DEOK,DEOK,39.85
PJM,2025,3,DOM,DOM,46.73
PJM,2025,3,DPL,DPL,34.97
PJM,2025,3,DUQ,DUQ,41.17
PJM,2025,3,EKPC,EKPC,39.63
PJM,2025,3,EXTERNAL,EXTERNAL,36.77
PJM,2025,3,JCPL,JCPL,37.36
PJM,2025,3,METED,METED,40.69
PJM,2025,3,PECO,PECO,33.23
PJM,2025,3,PENELEC,PENELEC,45.26
PJM,2025,3,PEPCO,PEPCO,49.37
PJM,2025,3,PPL,PPL,35.76
PJM,2025,3,PSEG,PSEG,36.4
PJM,2025,3,RECO,RECO,39.82
PJM,2025,4,AECO,AECO,36.01
PJM,2025,4,AEP,AEP,45.75
PJM,2025,4,APS,APS,45.97
PJM,2025,4,ATSI,ATSI,45.69
PJM,2025,4,BGE,BGE,52.58
PJM,2025,4,COMED,COMED,23.62
PJM,2025,4,DAY,DAY,46.35
PJM,2025,4,DEOK,DEOK,46.05
PJM,2025,4,DOM,DOM,56.38
PJM,2025,4,DPL,DPL,36.53
PJM,2025,4,DUQ,DUQ,44.96
PJM,2025,4,EKPC,EKPC,44.8
PJM,2025,4,EXTERNAL,EXTERNAL,37.49
PJM,2025,4,JCPL,JCPL,36.53
PJM,2025,4,METED,METED,38.38
PJM,2025,4,PECO,PECO,35.1
PJM,2025,4,PENELEC,PENELEC,43.36
PJM,2025,4,PEPCO,PEPCO,50.07
PJM,2025,4,PPL,PPL,36.54
PJM,2025,4,PSEG,PSEG,36.71
PJM,2025,4,RECO,RECO,37.83
PJM,2025,5,AECO,AECO,28.53
PJM,2025,5,AEP,AEP,32.93
PJM,2025,5,APS,APS,32.58
PJM,2025,5,ATSI,ATSI,31.93
PJM,2025,5,BGE,BGE,40.44
PJM,2025,5,COMED,COMED,29.54
PJM,2025,5,DAY,DAY,33.73
PJM,2025,5,DEOK,DEOK,32.93
PJM,2025,5,DOM,DOM,53.88
PJM,2025,5,DPL,DPL,28.2
PJM,2025,5,DUQ,DUQ,31.34
PJM,2025,5,EKPC,EKPC,32.53
PJM,2025,5,EXTERNAL,EXTERNAL,30.01
PJM,2025,5,JCPL,JCPL,28.76
PJM,2025,5,METED,METED,32.94
PJM,2025,5,PECO,PECO,27.84
PJM,2025,5,PENELEC,PENELEC,32.16
PJM,2025,5,PEPCO,PEPCO,41.7
PJM,2025,5,PPL,PPL,28.8
PJM,2025,5,PSEG,PSEG,28.81
PJM,2025,5,RECO,RECO,29.69
PJM,2025,6,AECO,AECO,37.56
PJM,2025,6,AEP,AEP,44.89
PJM,2025,6,APS,APS,43.67
PJM,2025,6,ATSI,ATSI,43.89
PJM,2025,6,BGE,BGE,57.75
PJM,2025,6,COMED,COMED,40.22
PJM,2025,6,DAY,DAY,44.83
PJM,2025,6,DEOK,DEOK,43.17
PJM,2025,6,DOM,DOM,63.31
PJM,2025,6,DPL,DPL,44.81
PJM,2025,6,DUQ,DUQ,42.25
PJM,2025,6,EKPC,EKPC,42.12
PJM,2025,6,EXTERNAL,EXTERNAL,40.65
PJM,2025,6,JCPL,JCPL,37.04
PJM,2025,6,METED,METED,41.39
PJM,2025,6,PECO,PECO,35.57
PJM,2025,6,PENELEC,PENELEC,45.89
PJM,2025,6,PEPCO,PEPCO,53.83
PJM,2025,6,PPL,PPL,35.56
PJM,2025,6,PSEG,PSEG,37.34
PJM,2025,6,RECO,RECO,42.31
PJM,2025,7,AECO,AECO,56.35
PJM,2025,7,AEP,AEP,54.67
PJM,2025,7,APS,APS,56.81
PJM,2025,7,ATSI,ATSI,55.67
PJM,2025,7,BGE,BGE,73.94
PJM,2025,7,COMED,COMED,54.21
PJM,2025,7,DAY,DAY,56.44
PJM,2025,7,DEOK,DEOK,54.51
PJM,2025,7,DOM,DOM,77.96
PJM,2025,7,DPL,DPL,69.1
PJM,2025,7,DUQ,DUQ,53.47
PJM,2025,7,EKPC,EKPC,53.65
PJM,2025,7,EXTERNAL,EXTERNAL,56.68
PJM,2025,7,JCPL,JCPL,54.85
PJM,2025,7,METED,METED,59.07
PJM,2025,7,PECO,PECO,54.16
PJM,2025,7,PENELEC,PENELEC,58.75
PJM,2025,7,PEPCO,PEPCO,77.4
PJM,2025,7,PPL,PPL,52.73
PJM,2025,7,PSEG,PSEG,54.86
PJM,2025,7,RECO,RECO,60.88
PJM,2025,8,AECO,AECO,32.34
PJM,2025,8,AEP,AEP,36.29
PJM,2025,8,APS,APS,35.18
PJM,2025,8,ATSI,ATSI,36.65
PJM,2025,8,BGE,BGE,40.94
PJM,2025,8,COMED,COMED,37.03
PJM,2025,8,DAY,DAY,37.61
PJM,2025,8,DEOK,DEOK,36.36
PJM,2025,8,DOM,DOM,39.42
PJM,2025,8,DPL,DPL,34.36
PJM,2025,8,DUQ,DUQ,34.84
PJM,2025,8,EKPC,EKPC,35.79
PJM,2025,8,EXTERNAL,EXTERNAL,35.69
PJM,2025,8,JCPL,JCPL,32.33
PJM,2025,8,METED,METED,32.73
PJM,2025,8,PECO,PECO,31.56
PJM,2025,8,PENELEC,PENELEC,37.17
PJM,2025,8,PEPCO,PEPCO,38.3
PJM,2025,8,PPL,PPL,29.93
PJM,2025,8,PSEG,PSEG,32.38
PJM,2025,8,RECO,RECO,37.19
PJM,2025,9,AECO,AECO,26.67
PJM,2025,9,AEP,AEP,39.95
PJM,2025,9,APS,APS,40.09
PJM,2025,9,ATSI,ATSI,38.47
PJM,2025,9,BGE,BGE,51.71
PJM,2025,9,COMED,COMED,36.85
PJM,2025,9,DAY,DAY,40.73
PJM,2025,9,DEOK,DEOK,39.65
PJM,2025,9,DOM,DOM,52.25
PJM,2025,9,DPL,DPL,28.52
PJM,2025,9,DUQ,DUQ,37.63
PJM,2025,9,EKPC,EKPC,39.72
PJM,2025,9,EXTERNAL,EXTERNAL,32.79
PJM,2025,9,JCPL,JCPL,26.61
PJM,2025,9,METED,METED,28.91
PJM,2025,9,PECO,PECO,26.65
PJM,2025,9,PENELEC,PENELEC,38.38
PJM,2025,9,PEPCO,PEPCO,48.24
PJM,2025,9,PPL,PPL,25.45
PJM,2025,9,PSEG,PSEG,27.18
PJM,2025,9,RECO,RECO,31.34
PJM,2025,10,AECO,AECO,37.01
PJM,2025,10,AEP,AEP,49.17
PJM,2025,10,APS,APS,49.94
PJM,2025,10,ATSI,ATSI,49.01
PJM,2025,10,BGE,BGE,62.15
PJM,2025,10,COMED,COMED,34.75
PJM,2025,10,DAY,DAY,49.59
PJM,2025,10,DEOK,DEOK,47.97
PJM,2025,10,DOM,DOM,75.97
PJM,2025,10,DPL,DPL,37.76
PJM,2025,10,DUQ,DUQ,47.97
PJM,2025,10,EKPC,EKPC,46.99
PJM,2025,10,EXTERNAL,EXTERNAL,39.79
PJM,2025,10,JCPL,JCPL,36.68
PJM,2025,10,METED,METED,35.31
PJM,2025,10,PECO,PECO,36.94
PJM,2025,10,PENELEC,PENELEC,45.32
PJM,2025,10,PEPCO,PEPCO,58.78
PJM,2025,10,PPL,PPL,34.47
PJM,2025,10,PSEG,PSEG,37.13
PJM,2025,10,RECO,RECO,39.01
PJM,2025,11,AECO,AECO,41.8
PJM,2025,11,AEP,AEP,48.06
PJM,2025,11,APS,APS,52.12
PJM,2025,11,ATSI,ATSI,48.18
PJM,2025,11,BGE,BGE,64.62
PJM,2025,11,COMED,COMED,36.93
PJM,2025,11,DAY,DAY,49.35
PJM,2025,11,DEOK,DEOK,49.57
PJM,2025,11,DOM,DOM,61.43
PJM,2025,11,DPL,DPL,43.03
PJM,2025,11,DUQ,DUQ,47.44
PJM,2025,11,EKPC,EKPC,47.26
PJM,2025,11,EXTERNAL,EXTERNAL,43.97
PJM,2025,11,JCPL,JCPL,42.33
PJM,2025,11,METED,METED,42.21
PJM,2025,11,PECO,PECO,41.39
PJM,2025,11,PENELEC,PENELEC,50.42
PJM,2025,11,PEPCO,PEPCO,62.34
PJM,2025,11,PPL,PPL,39.92
PJM,2025,11,PSEG,PSEG,42.67
PJM,2025,11,RECO,RECO,45.68
PJM,2025,12,AECO,AECO,55.06
PJM,2025,12,AEP,AEP,50.44
PJM,2025,12,APS,APS,59.4
PJM,2025,12,ATSI,ATSI,51.21
PJM,2025,12,BGE,BGE,66.53
PJM,2025,12,COMED,COMED,40.4
PJM,2025,12,DAY,DAY,50.8
PJM,2025,12,DEOK,DEOK,49.07
PJM,2025,12,DOM,DOM,66.12
PJM,2025,12,DPL,DPL,80.39
PJM,2025,12,DUQ,DUQ,46.09
PJM,2025,12,EKPC,EKPC,49.41
PJM,2025,12,EXTERNAL,EXTERNAL,59.12
PJM,2025,12,JCPL,JCPL,55.67
PJM,2025,12,METED,METED,55.77
PJM,2025,12,PECO,PECO,54.66
PJM,2025,12,PENELEC,PENELEC,69.44
PJM,2025,12,PEPCO,PEPCO,67.09
PJM,2025,12,PPL,PPL,49.6
PJM,2025,12,PSEG,PSEG,59.95
PJM,2025,12,RECO,RECO,68.99
NYISO,2019,1,61753,GENESE,33.08
NYISO,2019,1,61754,CENTRL,35.02
NYISO,2019,1,61757,CAPITL,51.03
NYISO,2019,1,61758,HUD VL,47.38
NYISO,2019,1,61760,DUNWOD,47.76
NYISO,2019,1,61762,LONGIL,56.48
NYISO,2019,2,61753,GENESE,24.8
NYISO,2019,2,61754,CENTRL,25.74
NYISO,2019,2,61757,CAPITL,32.72
NYISO,2019,2,61758,HUD VL,31.34
NYISO,2019,2,61760,DUNWOD,31.61
NYISO,2019,2,61762,LONGIL,37.41
NYISO,2019,3,61753,GENESE,26.74
NYISO,2019,3,61754,CENTRL,27.67
NYISO,2019,3,61757,CAPITL,33.39
NYISO,2019,3,61758,HUD VL,32.96
NYISO,2019,3,61760,DUNWOD,33.62
NYISO,2019,3,61762,LONGIL,37.99
NYISO,2019,4,61753,GENESE,21.03
NYISO,2019,4,61754,CENTRL,21.82
NYISO,2019,4,61757,CAPITL,26.03
NYISO,2019,4,61758,HUD VL,25.94
NYISO,2019,4,61760,DUNWOD,26.29
NYISO,2019,4,61762,LONGIL,29.41
NYISO,2019,5,61753,GENESE,13.04
NYISO,2019,5,61754,CENTRL,15.11
NYISO,2019,5,61757,CAPITL,22.17
NYISO,2019,5,61758,HUD VL,20.43
NYISO,2019,5,61760,DUNWOD,20.94
NYISO,2019,5,61762,LONGIL,26.46
NYISO,2019,6,61753,GENESE,13.74
NYISO,2019,6,61754,CENTRL,15.67
NYISO,2019,6,61757,CAPITL,21.75
NYISO,2019,6,61758,HUD VL,20.64
NYISO,2019,6,61760,DUNWOD,22.69
NYISO,2019,6,61762,LONGIL,26.03
NYISO,2019,7,61753,GENESE,22.7
NYISO,2019,7,61754,CENTRL,25.27
NYISO,2019,7,61757,CAPITL,27.4
NYISO,2019,7,61758,HUD VL,27.68
NYISO,2019,7,61760,DUNWOD,28.65
NYISO,2019,7,61762,LONGIL,36.88
NYISO,2019,8,61753,GENESE,21.53
NYISO,2019,8,61754,CENTRL,22.4
NYISO,2019,8,61757,CAPITL,24.06
NYISO,2019,8,61758,HUD VL,24.5
NYISO,2019,8,61760,DUNWOD,25.03
NYISO,2019,8,61762,LONGIL,28.99
NYISO,2019,9,61753,GENESE,16.18
NYISO,2019,9,61754,CENTRL,16.9
NYISO,2019,9,61757,CAPITL,20.64
NYISO,2019,9,61758,HUD VL,19.98
NYISO,2019,9,61760,DUNWOD,20.32
NYISO,2019,9,61762,LONGIL,24.09
NYISO,2019,10,61753,GENESE,15.83
NYISO,2019,10,61754,CENTRL,16.49
NYISO,2019,10,61757,CAPITL,19.01
NYISO,2019,10,61758,HUD VL,18.79
